sentiment,vi_review
negative,miệng bảo ko đầu ko ngưng suy nghĩ ...
negative,áp lực đồng tiền 🥺
negative,"e mệt , e k thể kiềm nén đau đựg trog lòg nhữg e tủi thân góc khóc khóc nhưg đau e"
negative,haizz 😮 ‍ 💨
negative,ck mk mk mập . ck ngta vk mk gầy . 🥺 🥺 🥺
negative,tồi thiệt
positive,pam dịu dàng chân phương
positive,đẳng cấp
positive,"xứng đáng 1 cuộc sống , xứng đáng hạnh phúc , xứng đáng yêu thương che chở . xứng đáng"
positive,"ơn tác giả tuyệt vời , cảnh đẹp , hát 🌷"
negative,bảo kệ đi vangg e kệ nm tối e cungg úp mặt gối khoc ...
positive,c salim xinh qué trog video pam lu mờ lunnnnnn
negative,bo
positive,cưng xỉu
positive,🍀 𝐂ậu út 🐒 gái ht đau 🤣 🤣
negative,béo hưak
negative,đg yêu r . 😌
negative,vị đánh 😂 bo đi chị em 4 thang đi vi ch đánh da phai từ bỏ 😏
positive,cô dâu đẹp ❤ ️
positive,chết cười nụ cười sơn
negative,a mong 1 đc e 🥰
positive,vía bé khỏe
positive,nhẹ nhàng =)) chửi kia chửi
negative,", máu mồm máu mũi chảy , mất hồn mất vía"
negative,mệt mỏi
negative,đi khổ đấy e
positive,sa lim hóng video gia đình sứ a
negative,vui vc
negative,ban trai thoi chu gi ma chiu the gai
positive,inter xong mùa giải hả
negative,mệt mỏi gia đình
negative,áp lực học tập 23 : 00 ngủ 😭
negative,"khóc sữa , thức đêm kc sữa …"
negative,"nghèo đc , sk vui vẻ ok , 1 b sk vs niềm vui"
positive,rời đi hạnh phúc ❤ ️ ❤ ️ ❤ ️
negative,ánh mắt tội . hp đi đường khỏe b
negative,"inter ngu chó , đá kiểu đấy thua , đá tử thủ"
negative,"cố gắng , cuộc sống tiền ta kẻ thua cuộc . thua tình , cuộc chơi cuộc đời ."
negative,gd ( hễ cơm cơm chan nước mắt oán trách bố học giỏi 🙂 )
negative,""" giai đoạn bối rối cuộc đời : trẻ trưởng thành , trước mắt mây mù , lưng áp lực . """
negative,"t chả đi ăn . khả năng ql quen đấy . t đì y xì . nhân sự tuyển , ql nhân sự đồng ý . kết quả t đì , đi full chủ nhật , nghỉ đẩy t , đẩy quen ả nhân sự tuyển dụng ban đầu . t cặm cụi vs t , t sợ . t chả , t chỗ lương sếp ok . vs ql lũ bè phái ql ổn ."
positive,khong bangg 😆
negative,🥺
negative,bất lực
negative,cố gắng . ngừng cố gắng ❤ ️
positive,đón tết 🥰
negative,hy vọng r thất vọng
positive,tiền cis tình
positive,dth
positive,video
negative,thương
negative,vọg vô tâm trải nằm thương buông a nhẹ k day dứt noi e
negative,vũ phu
positive,tưởng tượng ck chúc vui wa
positive,🥰 iu ik
positive,yêu wa đi
negative,ap luc cua to gan de chet to roi
negative,bệnh bệnh ...
negative,nãn phụ yêu thương
negative,béo cớ b 😌
negative,bngxu_ tệ wáaa 😞
negative,bs tui dấu tui sợ tui buồn hả 😆
negative,nở buông
negative,"lo ướt áo , ướt lòng ."
positive,đc chay roi mung
positive,mik áp dụng bảo ak mê toptop 😂 😂
positive,<someone> 🦚 bơ liền
negative,"suy nghĩ , suy nghĩ 1 chút"
negative,áp lực 😢 🥺
positive,toyyy xỉu
negative,1 miệng đời đấy
positive,thương
negative,rơi tiêu cực
negative,mik mệt mỏi 🥺 🥺
negative,đàn ông đừng đánh phụ nữ . hèn lém
negative,"giá cố gắng thức . một chút , có lẽ đc . ."
positive,hoàn hô
negative,yêu tính mạng a sai
positive,lướt nét đẹp 🤩 🤭 . cop nha nha .
negative,vẻ bề ngoài
negative,"tâm trạng . nuối tiếc quyết định quá khứ , chẳng …"
negative,"nổi , lặng im rời đi"
negative,nghèo k bt phấn đấu ước k bt mãi sống vỏ bọc nghèo khó
negative,cảm giác cố cười ban ngày ban đêm ôm mặt khóc khó chịu lắm 😊 😊 🖤
negative,bi ta bùa rui
positive,công quỳnh nga đôi ji ko 😌 😌 😌
negative,mệt mỏi k ngủ lướt . trống rỗng k tnao
negative,"đánh ám ảnh bóp cổ đập , nhìu nv cách ly h h tự do hp cs"
negative,quá khứ trưởng thành ...
negative,🥰 ác thế 🥰 🥰
positive,hòa kìa :)))
negative,cảm xúc : ( ( (
positive,"xúc động tự hào , nước mắt trào . ♥ ️"
positive,cuộc đời thằng đàn ông <someone> 50
positive,vai l =))
positive,cầu thủ rời mu đá phết .. ghi bàn ... mu đá ngu bò
negative,câu view hàng online mấy má 😂
negative,c . h . ửi j <someone> :)))
positive,ôi đẹp
positive,🍓 dễ thương khuôn mặt phúc hậu ... gái trai mong ước
negative,áp lực kiếm tiền báo hiếu bố mẹ 🥺
positive,cặc pam
positive,shop . m conbo4 quyển sách
positive,iuuuuuu
negative,lướt tiktok chill chill lạ lắm :))
positive,ka ka 😆 😆 😆 😆 😆 😆
negative,j nx k :))
positive,chuẩn nha
negative,nghề tay trái coder 😞
negative,cg
positive,: tim hộ video đc xin lỗi
positive,skibidi độp độp 😼 ✌ ️ hnay nhảy dii 🥰
positive,đón nhận . thả lỏng nguoi . hít sâu thở nhẹ nhàng
positive,wa ban oi . ❤ ❤
positive,chào bạn .
negative,sợ người nhà 😅
negative,mệt mỏi 😥
negative,🥺
negative,"ct t đéo khái niệm c vs hai lỗ hàu , đồ t t sài , m t vứt 😍"
negative,đánh 1 xin lỗi 1 ko n 🥺
negative,tui một mình khóc 1 ng khóc dcc
positive,lươngquỳnh singlemom 🥰 2 k e a .. ❤ ️ ❤ ️ ❤ ️
positive,cố gắng
negative,😢 😭 đi
negative,kiểu bất lực 🙂
negative,"chịch b mấy đứa tán dạo . ct thiệt thân . . bik chịch giam , cao thủ bắt nuôi thằng . cố"
positive,hảo hán
positive,tự hào điện biên 🥰
negative,đi 🥺
negative,"thông cảm . leader "" gợi ý "" nghỉ việc ko đi nhậu , ko lê đôi mách team , chê ko hòa đồng kiểu blah . team toxic đồng ý nghỉ , trình bày nhân sự vs sếp "" leader khuyên nghỉ "" . vụ leader giải trình , team bay màu . chẳng jobs ."
negative,"bình thường , chồng hách .."
negative,"lẻ gia đình , .."
negative,nàooo tui day mừ
negative,"thề mấy công xưởng mấy a . c leader hề ghét , ghét mấy sub leader kìa , chân chạy vặt toàn mặt , toàn chim lợn ngỡ hồng hạc 😝"
negative,nghỉ kế hoạch
positive,chào 🥰 🥰 🥰
positive,tim video hộ phiền bạn xin lỗi . chúc fl
positive,thưn cáaaaaa
negative,man đần cayyyyy sanchos lắm
negative,metmoi voi nhung suy nghĩ ☺ ️
positive,🌹 mặt cưng . nha 🌹 👍
negative,thương 🥺
negative,hối hận chấp nhận quá khứ trải nghiệm bài học hnay
negative,ngàn dao đâm tim
negative,pháp nhỏ62 e mệt ☺ ️
negative,"“ im lặng , đi"
positive,""" bồ công ảnh bay gió , vợ cười ❤ ️"
positive,yêu đời ghê
negative,mệt mỏi gục ngã
negative,"gái iu biển co gang dau tranh khong phai hối hận nhá . cộu gi ns vs ngta ns di , khong đi cộu"
negative,"hạt cát , hạt cát sa mạc"
negative,"4.8 b . lương quản lí hãm ngta nghỉ . đầu mạnh dạn đổi , ko lấn cấn thưởng"
positive,tuyệt vời ...
negative,ta ta yêu ta đau khổ 😅 😅 😅
positive,nhnhyy
negative,quang bóng đá k trc
negative,lắm
positive,kakak 🤣
positive,11 yêu kịp ngỏ nào ngờ qua đời 🙃 🙃 🙃
negative,giả 😳
positive,chiều mưa cơm 😅
positive,tự hào điện biên phủ ❤ ️
negative,phụ nữ thiệt thòi
negative,", kiểu bất lực"
positive,iu 🤭
positive,ko tim 🥺
negative,suy nghĩ buồn buồn ngta .
negative,cố 🥰
positive,k iu <3
negative,gục ngã … k thể 😌
negative,minh phương đoàn dũng cty s giấu =))
negative,chia tay bớt đau khổ 😌
negative,đời tệ vs ta ta quen vs việt r chẳng j lm ta mệt lòng nx
positive,diệu diệu =)))))))
negative,kiểu dừng k đau khổ
positive,phong cách hòa nha 🥰
positive,ok
positive,kiều ngẩy phì cười yêu đời 😂
negative,quá khứ trưởng thành 😌
negative,tui cân tc xg pb thế cay 😂 😂
negative,r 😌
positive,tự hào 🥰
negative,thằng đấy người rừng .
negative,kết thuc tình buồn 😏 chờ thời hiện đại
negative,tao sống 1 minh nuôi sứong thân 😏
negative,", mùng 2 kia mua thuốc uống quoài lun 😞"
positive,auguri 🥰 🥰
positive,áaaaaaaaaa cute
negative,seoooo ahh màaa hămm dccc 😢 😢
negative,6 nx
negative,"k công khai ny bình tĩnh , kphai lóngggg 😂 😂 😂"
negative,đồng tiền gia đình tình cảm 😔 😔
positive,khâm phục cảm động
negative,z ☺ ️
negative,yêu gái lành 😂
negative,ct bớt đau khổ
negative,buông
positive,tim
positive,anh hùng hi sinh độc lập tự do tổ quốc lý tưởng hồ vĩ đại 🥰
positive,vinh quang
positive,video ý nghĩa vô cùng ...
positive,ngoan xinh yêu mẹ
positive,dễ thương di ..... thành tâm xin vía má lúm đồng tiền
negative,đag mắc k thoát 🥹
negative,tích cực đống tiêu cực ..
positive,tuyệt vời vời nói thơ
positive,dep
positive,thành tâm xin vía đám cưới
positive,may rảnh
negative,bận rộn overthinking tan biến
positive,đẳng cấp 🥰
positive,cố 💪 💪 💪
positive,1 câu nè cười bia đá
negative,nghỉ nhân viên nghỉ quản lí
negative,mày đừng chính thất tao mày hàng xách 😏
positive,hai thiên thần hạ phàm ❤ ️
negative,gấp đàn ông dũ phu phụ nữ . cho dù yêu cỡ
positive,tuyệt vời 🥰
negative,1 phút k đc 🥹
negative,nhug e ko lựa chọn
positive,"cô dâu xinh , chúc 2 e mãi hạnh phúc ❤ ️ ❤ ️ ❤ ️"
negative,🥺
negative,kể ra . . vợ chồng huống gì dăm ba kiểu yêu đương .
positive,dạo khum
positive,đẹp đi
positive,"tiktok t mấy tuần lướt "" pam yêu """
negative,", gom góp nỗi thất vọng buông"
positive,công nhận màn trình diễn đẹp m video 😁
positive,chỉnh sửa nhạc
negative,"bất lực , mệt mỏi , cảm giác tệ 🙂"
positive,điểu thảo741 đẻ đi
negative,vọi vạng lam yeu
positive,yêu 😍 😍
negative,tâm trạng phụ nữ hoàn cảnh .... 😂 😂 😂 😂 😂 đếch ck cố bn .
negative,kk ko mạnh mẽ bảo vệ e 🤗 🤗 🤗
positive,rụng tim 🤔 😂
negative,"mệt mỏi cạnh , tủi thân lủi thủi một mình ngủ muộn rơi nước mắt khóc âm thầm chăn ☺ ️"
negative,<someone> giỏi ah cạnh e cht
negative,ngheo rot mung toi ..
negative,<someone> 😎 💖 💖 💖 e 1 mih e cx đc ko ah
positive,"tn giang cãi , 🤣 🤣 🤣"
negative,mẹ thần rừng đi inter
negative,block hoyy 😌
positive,"âm thanh ap . p ,"
negative,xuân buồn 🥲
positive,cổ vs ánh mắt phán xét
negative,béo tội 😒
negative,"áp lực động lực , cân bằng"
negative,luongproo
positive,kkkk
positive,thái nguyễn nhàm đứa hem 🙄 🥲
positive,sống cs tốt đẹp cố
negative,lưu nhật quang hòe
positive,thính tuấn
negative,im lặng ...
negative,mệt mỏi lắm suy nghĩ lại cố gắng
negative,imlang
negative,t mệt mệt 😞
negative,di e
positive,sách ý nghĩa trẻ . .
positive,❤ 🥰 đẹp
negative,miệng miệng đời đầu suy nghĩ
positive,lắm nha phennn 🥰 🥰
negative,ve nha voi me lam lai tu dau di ban
positive,"xúc , tầm ngại vết bẩn 🤣"
positive,đoàn nguyễn nguyễn quỳnhtrang
positive,hài
negative,ngoan ☺ ️
negative,chán
positive,🥰 🥰 🥰 happy birthday 🎂
negative,sợ ...
positive,13 ta thương mik viết thư tình tình đơn phương
negative,mjk mặc bệnh trâm cảm suy nghĩ chán nản 🥺
positive,dễ thương
negative,"k nge , , k khóc , , im lặng học quen dần cô đơn 😔 😔 😔"
negative,đắng lautaro
positive,marid mãi đỉnh :))
negative,thtamm 💢 🤣 m rg chơ t tc t lắm m
negative,tệ 😌 😌
negative,"thời đại phát triển , suy nghĩ củng thế , học thức áp lực 25"
negative,00 : 14 ngủ đi gái 😳
positive,phamthuan1207 . ngan194 tết đi quí dị
positive,500 k e củ cj e đôi
negative,"1 đứa trẻ <someone> , trong sáng đứa trẻ tiêu cực 1 câu bth cx đau lòng 💔"
negative,"tặng cháu quyển sách đạo đức vỡ lòng đề chữ “ chuym mất dạy , đọc sách đi bớt dạy ”"
negative,kh chửi 🐧
negative,vá mệt mỏi r 😌
positive,đẹp 😍
negative,", tiền , tình ) )"
negative,"im lặng , đi 1"
negative,sáng tạo giới hạnlàm_việc_tại_nhà388
negative,khả năng b chia tay mừng thấm
positive,:)))))
negative,kh mún v đau mặc dù ng iu đi 1 đi ☺ ️
positive,cảm giác
positive,thành tâm xin vía bé bụi bậm yêu
negative,đừng tình yêu ngoan hỏng khoc nuaa
positive,tuyệt vời
positive,:)) cute vãi ck 🥰 😍 😍
negative,ngã r
negative,mệt
positive,"câu đơn giản , hài"
positive,nhật ❤ ♥ ️
negative,mệt mỏi 🥺 buông đôi chẳng thiết . đau mệt lắm
negative,"ebe ngọc ánh 😑 😘 mik khóc r , h ánh đc tâm trạng mik ko"
positive,ngoan xinh mẹ đâu ròi 🥰 🥰
positive,năng lương
positive,t bây
negative,nguoc lai voi suy nghi cua minh
positive,mua sách
positive,sách ak
positive,le 1 octobre
positive,giật
positive,nha
negative,bắn nốt ruồi dứoi mắt đi
negative,bất lực
negative,video chào
positive,đứng 😅
negative,thiến đi
positive,mẹ lim zới elm pam xinh yêu
negative,h chx sinh nhật tủi thân ko cg mk a
positive,nể 🌻 🌻 🌻 😊 🐸 🐉 🐉 🐉
negative,đôi khi e bật khóc 1 đùa k mng xung quanh .....
negative,mệt chịu đựng nghỉ cảm giác 🙃
positive,trận atl inter mìh đoán kiểu kéo pen y như trận ars poto . 😂 😂 😂
positive,pam yêu vãi 💕 💕 💕
negative,im lặng giai đoạn đau lòng 😔
negative,1 10 tập podcast 🥰
positive,khâm phục chàng trai video
negative,co the la bay gio
negative,chia tay đi lấy lí m yếu
negative,xuyến sống l 😆 😆
negative,cạnh
positive,"phuong , chúc e ng a iu"
positive,mệt mỏi vô cùng
negative,"<someone> 😆 , chửi thừa chữ 🤣"
negative,mộtt too sẽe cheetts ..
negative,tiễn vong
negative,thế đéo đi : (
negative,khóc nẹc k pit khóc lun 😌
negative,cuộc đời đau khổ 🤣
negative,vanh vanh
positive,elm ngại
positive,khổ rễ r ... vợ đẹp vợ ng ta 😂
negative,đứa nịnh 😏 😏 😏
positive,chii quynh đăng k 😒
negative,tao củng : ) )
negative,1 triệu chứng . bản chất thoát đc . 1 video youtube giúp đc .
positive,mạnh dạn . khóc tí 🥰
negative,"suy nghĩ tiêu cực , . join 1 talkshow giới thiệu , okela . join nha"
positive,lê xuyến lê may mà lê
negative,đừng điu 😅
negative,t mệt :)
negative,<someone> 👀
positive,mk hoa lắm
positive,de thương
negative,ng yêu ... thể giữ ... xin lỗi
negative,ta vốn làm ăn nghỉ cty bắt lương hưu dc rút 50 bảo hiểm ko
positive,xuân vắng 😞
positive,😂 😂 😂 hahaa chời . bé cưg ghê :))) . vanky1991 đẻ gái thùy mị kkk
negative,"0 , cổng t đỡ mệt 😌"
negative,thoi chia tay đi e gái sống vây e khổ suốc đời
negative,đan thê bo la rôi ban
negative,áp lực
negative,thất vọng
negative,trung tình thượng não văn vở . tiếng hành xử vật . chia tay đồng đi 🙂
negative,k suốt trg tốt nghiệp chẳng học 🥲
negative,mn mày thằng ck k trời định khổ vx 🥺
negative,yêu lí trí . đừng vội vàng cưới
positive,năng lượng tròn 🥹
negative,zindz_2004 ng ta ko yêu yêu đợi 😊
